821673214	Nie
511337450	Nie
886871296	Tak
799895250	Nie
735893473	Nie
504669045	Tak
846204657	Tak
505959792	Tak
504669045	Tak
872403489	Tak
877521458	Nie
842164536	Nie
518839811	Tak
770309737	Tak
770309737	Tak
693882882	Nie
693121001	Nie
770309737	Tak
770309737	Tak
770309737	Tak
817467154	Nie
770309737	Tak
788450582	Tak
770309737	Tak
511284060	Tak
770309737	Tak
693882882	Nie
530219718	Tak
696946597	Tak
693882882	Nie
693882882	Nie
505671898	Nie
770309737	Tak
751658243	Tak
770309737	Tak
804643731	Tak
511284060	Tak
530823196	Nie
505671898	Nie
770119737	Nie
751658243	Tak
817467154	Nie
804643731	Tak
770309737	Tak
530823196	Nie
504669045	Tak
699576296	Tak
754179405	Tak
788450582	Tak
770309737	Tak
797579107	Tak
874423515	Tak
844757058	Tak
695653124	Nie
500120621	Tak
707306990	Nie
796681042	Nie
626988775	Nie
754001481	Nie
504669045	Tak
504669045	Tak
504669654	Nie
504669045	Tak
504669045	Tak
699576296	Tak
888257806	Nie
754179405	Tak
535180808	Tak
588517083	Tak
637889815	Nie
738328944	Tak
770309737	Tak
539367013	Tak
511499123	Nie
666661961	Nie
528523415	Tak
789557450	Tak
838973640	Tak
828169676	Nie
710023416	Tak
731704885	Tak
511416750	Nie
696946597	Tak
604226721	Tak
670473590	Nie
750190145	Nie
770309737	Tak
771109737	Tak
770309737	Tak
771109737	Tak
770309737	Tak
770301137	Nie
723612277	Nie
776298328	Nie
833710179	Tak
872765329	Tak
511208890	Tak
651857837	Tak
818481032	Nie
888257806	Nie
552326796	Tak
823134487	Nie
883149184	Tak
711231153	Nie
599343891	Nie
779448634	Nie
511227980	Tak
824905464	Tak
527231153	Tak
562562858	Tak
527231153	Tak
882253211	Tak
527231153	Tak
632085548	Tak
527231153	Tak
527231153	Tak
527231100	Nie
770301137	Nie
511951640	Tak
789807861	Nie
781791799	Tak
604909818	Tak
781811900	Nie
602551891	Tak
604781711	Tak
693717634	Nie
702878191	Tak
579250759	Nie
504669045	Tak
530792829	Tak
679639355	Tak
817695337	Nie
744428757	Nie
520031153	Nie
891978495	Tak
831635123	Tak
561805788	Tak
796494407	Nie
527901153	Nie
779422166	Nie
776368527	Tak
514840684	Nie
895849545	Nie
750404785	Nie
796387620	Tak
527231153	Tak
747697303	Tak
770301137	Nie
753561728	Tak
798997270	Tak
620478267	Tak
747697303	Tak
753561728	Tak
798997270	Tak
787809911	Tak
602656577	Nie
842006324	Nie
746929626	Nie
889292251	Nie
891106366	Tak
653268735	Tak
850575909	Nie
762928233	Nie
899945866	Nie
515579101	Nie
511469905	Nie
740744073	Tak
768433888	Nie
695000757	Nie
525654564	Tak
881047650	Tak
657154593	Nie
865873953	Nie
511141395	Tak
731245665	Nie
826449915	Tak
554198020	Tak
898555527	Nie
585505649	Tak
533036214	Tak
610432747	Nie
864830423	Tak
647045197	Tak
849403619	Nie
700755284	Tak
511692135	Nie
711065275	Tak
838618400	Nie
808344247	Tak
844265746	Nie
830340078	Nie
718704988	Nie
880115617	Tak
711062720	Nie
504669045	Tak
530258583	Tak
808755546	Nie
559582269	Tak
672517956	Nie
860880792	Nie
770301137	Nie
770309737	Tak
770309737	Tak
770309737	Tak
607339300	Nie
770309737	Tak
770309737	Tak
770309737	Tak
607339300	Nie
830387840	Nie
829138418	Nie
510442188	Tak
648801892	Nie
504669045	Tak
542471673	Tak
599932679	Tak
829376732	Nie
601913009	Nie
580409539	Nie
727005536	Nie
560462800	Tak
550271125	Nie
737903506	Nie
704297716	Tak
742588990	Nie
524619180	Tak
696946597	Tak
690795141	Nie
853722279	Tak
